facility_id,facility_type,governorate,sku_id,manufacturer,unit_price_egp,flu_index,allergy_index,promotion_flag,public_holiday_flag,day,month,season,actual_demand_units
FAC050,Hospital Pharmacy,Luxor,SKU029,Merck Egypt,66.36,60.0,12.3,0,1,5,12,Winter,22.0
FAC053,Hospital Pharmacy,Matrouh,SKU065,Sanofi Egypt,34.28,65.5,27.1,0,1,5,12,Winter,12.0
FAC019,Retail Pharmacy,Minya,SKU008,Hikma Egypt,88.07,66.1,28.7,0,1,5,12,Winter,4.0
FAC062,Clinic Pharmacy,Monufia,SKU054,Lundbeck Egypt,109.17,68.1,23.5,0,1,5,12,Winter,3.0
FAC027,Retail Pharmacy,New Valley,SKU059,EIPICO,22.48,73.6,15.1,0,1,5,12,Winter,4.0
FAC054,Hospital Pharmacy,New Valley,SKU035,Sanofi Egypt,132.02,73.6,15.1,0,1,5,12,Winter,9.0
FAC054,Hospital Pharmacy,New Valley,SKU035,Sanofi Egypt,135.49,73.6,15.1,1,1,5,12,Winter,8.0
FAC012,Retail Pharmacy,Port Said,SKU014,CID,22.97,65.6,22.5,0,1,5,12,Winter,15.0
FAC004,Retail Pharmacy,Qalyubia,SKU034,CID,21.88,75.4,24.8,0,1,5,12,Winter,15.0
FAC058,Clinic Pharmacy,Qalyubia,SKU007,GSK Egypt,123.19,75.4,24.8,0,1,5,12,Winter,4.0
FAC058,Clinic Pharmacy,Qalyubia,SKU027,AstraZeneca Egypt,101.0,75.4,24.8,0,1,5,12,Winter,6.0
FAC058,Clinic Pharmacy,Qalyubia,SKU030,Novartis Egypt,102.92,75.4,24.8,0,1,5,12,Winter,5.0
FAC058,Clinic Pharmacy,Qalyubia,SKU075,Novartis Egypt,48.66,75.4,24.8,0,1,5,12,Winter,9.0
FAC052,Hospital Pharmacy,Red Sea,SKU019,Novartis Egypt,90.29,68.7,27.0,0,1,5,12,Winter,5.0
FAC052,Hospital Pharmacy,Red Sea,SKU061,Leo Egypt,132.85,68.7,27.0,0,1,5,12,Winter,3.0
FAC033,Retail Pharmacy,Sharqia,SKU014,CID,21.93,73.5,27.4,0,1,5,12,Winter,11.0
FAC021,Retail Pharmacy,Sohag,SKU040,UCB Egypt,43.0,67.2,18.1,0,1,5,12,Winter,13.0
FAC043,Hospital Pharmacy,South Sinai,SKU033,Pfizer Egypt,41.97,61.8,16.6,0,1,5,12,Winter,9.0
FAC041,Retail Pharmacy,Suez,SKU068,Sanofi Egypt,162.99,70.1,28.4,0,1,5,12,Winter,5.0
FAC030,Retail Pharmacy,Alexandria,SKU019,Novartis Egypt,86.12,63.3,23.7,0,0,6,12,Winter,6.0
FAC057,Clinic Pharmacy,Alexandria,SKU011,EIPICO,45.02,63.3,23.7,0,0,6,12,Winter,3.0
FAC057,Clinic Pharmacy,Alexandria,SKU033,Pfizer Egypt,40.72,63.3,23.7,0,0,6,12,Winter,4.0
FAC057,Clinic Pharmacy,Alexandria,SKU064,EIPICO,52.13,63.3,23.7,1,0,6,12,Winter,4.0
FAC047,Hospital Pharmacy,Assiut,SKU070,Amoun,38.91,68.0,19.3,0,0,6,12,Winter,12.0
FAC009,Retail Pharmacy,Beheira,SKU035,Sanofi Egypt,131.32,75.4,21.9,0,0,6,12,Winter,10.0
FAC055,Hospital Pharmacy,Cairo,SKU053,Pfizer Egypt,85.97,66.4,26.4,0,0,6,12,Winter,5.0
FAC055,Hospital Pharmacy,Cairo,SKU078,Pharco,78.21,66.4,26.4,1,0,6,12,Winter,11.0
FAC005,Retail Pharmacy,Dakahlia,SKU052,Sanofi Egypt,66.18,60.8,18.1,0,0,6,12,Winter,3.0
FAC032,Retail Pharmacy,Dakahlia,SKU027,AstraZeneca Egypt,101.67,60.8,18.1,0,0,6,12,Winter,9.0
FAC059,Clinic Pharmacy,Dakahlia,SKU069,AstraZeneca Egypt,57.78,60.8,18.1,0,0,6,12,Winter,4.0
FAC017,Retail Pharmacy,Fayoum,SKU073,Pfizer Egypt,87.9,64.5,24.0,0,0,6,12,Winter,3.0
FAC002,Retail Pharmacy,Giza,SKU072,CID,25.37,68.1,19.1,0,0,6,12,Winter,18.0
FAC029,Retail Pharmacy,Giza,SKU058,Pfizer Egypt,74.95,68.1,19.1,0,0,6,12,Winter,1.0
FAC029,Retail Pharmacy,Giza,SKU063,GSK Egypt,64.31,68.1,19.1,0,0,6,12,Winter,11.0
FAC013,Retail Pharmacy,Ismailia,SKU035,Sanofi Egypt,130.34,71.6,10.4,0,0,6,12,Winter,7.0
FAC013,Retail Pharmacy,Ismailia,SKU068,Sanofi Egypt,158.4,71.6,10.4,0,0,6,12,Winter,5.0
FAC040,Retail Pharmacy,Ismailia,SKU059,EIPICO,23.13,71.6,10.4,0,0,6,12,Winter,4.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU005,GSK Egypt,60.21,69.9,26.7,0,0,6,12,Winter,14.0
FAC064,Clinic Pharmacy,Kafr El Sheikh,SKU020,Merck Egypt,48.73,69.9,26.7,0,0,6,12,Winter,10.0
FAC050,Hospital Pharmacy,Luxor,SKU024,Novo Nordisk Egypt,143.26,64.2,22.6,0,0,6,12,Winter,7.0
FAC050,Hospital Pharmacy,Luxor,SKU047,EIPICO,47.56,64.2,22.6,0,0,6,12,Winter,11.0
FAC026,Retail Pharmacy,Matrouh,SKU020,Merck Egypt,48.4,83.1,22.9,0,0,6,12,Winter,17.0
FAC008,Retail Pharmacy,Monufia,SKU028,Pfizer Egypt,50.63,70.9,25.1,0,0,6,12,Winter,13.0
FAC035,Retail Pharmacy,Monufia,SKU050,AstraZeneca Egypt,52.57,70.9,25.1,1,0,6,12,Winter,7.0
FAC062,Clinic Pharmacy,Monufia,SKU045,MUP,28.6,70.9,25.1,0,0,6,12,Winter,6.0
FAC062,Clinic Pharmacy,Monufia,SKU051,Novartis Egypt,75.88,70.9,25.1,0,0,6,12,Winter,4.0
FAC015,Retail Pharmacy,North Sinai,SKU071,Bayer Egypt,42.87,65.4,27.1,0,0,6,12,Winter,9.0
FAC042,Retail Pharmacy,North Sinai,SKU044,SIGMA,39.59,65.4,27.1,0,0,6,12,Winter,12.0
FAC012,Retail Pharmacy,Port Said,SKU020,Merck Egypt,51.2,70.3,18.6,0,0,6,12,Winter,15.0
FAC012,Retail Pharmacy,Port Said,SKU077,Janssen Egypt,63.74,70.3,18.6,0,0,6,12,Winter,10.0
FAC039,Retail Pharmacy,Port Said,SKU026,Pfizer Egypt,92.9,70.3,18.6,0,0,6,12,Winter,13.0
FAC031,Retail Pharmacy,Qalyubia,SKU069,AstraZeneca Egypt,53.85,69.5,18.4,0,0,6,12,Winter,7.0
FAC058,Clinic Pharmacy,Qalyubia,SKU076,Lundbeck Egypt,125.75,69.5,18.4,0,0,6,12,Winter,2.0
FAC052,Hospital Pharmacy,Red Sea,SKU070,Amoun,38.49,71.8,20.6,0,0,6,12,Winter,11.0
FAC021,Retail Pharmacy,Sohag,SKU026,Pfizer Egypt,94.99,70.7,20.1,0,0,6,12,Winter,13.0
FAC021,Retail Pharmacy,Sohag,SKU043,GSK Egypt,28.95,70.7,20.1,0,0,6,12,Winter,9.0
FAC021,Retail Pharmacy,Sohag,SKU046,Memphis,39.3,70.7,20.1,0,0,6,12,Winter,4.0
FAC041,Retail Pharmacy,Suez,SKU017,Takeda Egypt,76.49,74.9,23.2,0,0,6,12,Winter,10.0
FAC030,Retail Pharmacy,Alexandria,SKU049,Aspen Egypt,27.25,72.2,18.4,0,0,0,12,Winter,11.0
FAC030,Retail Pharmacy,Alexandria,SKU074,Takeda Egypt,86.41,72.2,18.4,0,0,0,12,Winter,10.0
FAC020,Retail Pharmacy,Assiut,SKU029,Merck Egypt,69.41,58.2,22.0,0,0,0,12,Winter,16.0
FAC047,Hospital Pharmacy,Assiut,SKU025,Novo Nordisk Egypt,149.13,58.2,22.0,0,0,0,12,Winter,3.0
FAC047,Hospital Pharmacy,Assiut,SKU070,Amoun,36.76,58.2,22.0,0,0,0,12,Winter,13.0
FAC036,Retail Pharmacy,Beheira,SKU042,UCB Egypt,55.05,75.2,25.7,1,0,0,12,Winter,17.0
FAC001,Retail Pharmacy,Cairo,SKU035,Sanofi Egypt,135.66,79.9,23.0,0,0,0,12,Winter,7.0
FAC028,Retail Pharmacy,Cairo,SKU061,Leo Egypt,124.65,79.9,23.0,0,0,0,12,Winter,2.0
FAC005,Retail Pharmacy,Dakahlia,SKU021,CID,41.96,59.9,23.4,0,0,0,12,Winter,12.0
FAC032,Retail Pharmacy,Dakahlia,SKU003,Abbott Egypt,39.89,59.9,23.4,0,0,0,12,Winter,18.0
FAC032,Retail Pharmacy,Dakahlia,SKU026,Pfizer Egypt,91.42,59.9,23.4,0,0,0,12,Winter,12.0
FAC032,Retail Pharmacy,Dakahlia,SKU061,Leo Egypt,132.89,59.9,23.4,0,0,0,12,Winter,1.0
FAC038,Retail Pharmacy,Damietta,SKU048,Acino Egypt,68.45,65.0,23.8,0,0,0,12,Winter,5.0
FAC017,Retail Pharmacy,Fayoum,SKU044,SIGMA,37.53,70.7,26.1,1,0,0,12,Winter,24.0
FAC044,Hospital Pharmacy,Fayoum,SKU026,Pfizer Egypt,96.87,70.7,26.1,0,0,0,12,Winter,17.0
FAC007,Retail Pharmacy,Gharbia,SKU049,Aspen Egypt,27.6,77.9,29.6,0,0,0,12,Winter,12.0
FAC034,Retail Pharmacy,Gharbia,SKU050,AstraZeneca Egypt,50.84,77.9,29.6,0,0,0,12,Winter,7.0
FAC061,Clinic Pharmacy,Gharbia,SKU011,EIPICO,42.78,77.9,29.6,0,0,0,12,Winter,2.0
FAC013,Retail Pharmacy,Ismailia,SKU042,UCB Egypt,55.92,60.6,23.1,0,0,0,12,Winter,14.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU002,CID,18.37,72.1,14.5,0,0,0,12,Winter,22.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU014,CID,22.1,72.1,14.5,0,0,0,12,Winter,16.0
FAC026,Retail Pharmacy,Matrouh,SKU023,Sanofi Egypt,519.74,61.0,23.5,0,0,0,12,Winter,3.0
FAC026,Retail Pharmacy,Matrouh,SKU075,Novartis Egypt,48.72,61.0,23.5,0,0,0,12,Winter,15.0
FAC019,Retail Pharmacy,Minya,SKU015,EVA Pharma,27.56,69.4,28.4,0,0,0,12,Winter,9.0
FAC008,Retail Pharmacy,Monufia,SKU032,Sanofi Egypt,31.45,69.0,19.2,1,0,0,12,Winter,8.0
FAC008,Retail Pharmacy,Monufia,SKU041,Bayer Egypt,37.3,69.0,19.2,0,0,0,12,Winter,15.0
FAC062,Clinic Pharmacy,Monufia,SKU021,CID,43.93,69.0,19.2,0,0,0,12,Winter,12.0
FAC015,Retail Pharmacy,North Sinai,SKU078,Pharco,76.29,68.7,26.0,0,0,0,12,Winter,6.0
FAC042,Retail Pharmacy,North Sinai,SKU077,Janssen Egypt,64.82,68.7,26.0,0,0,0,12,Winter,7.0
FAC039,Retail Pharmacy,Port Said,SKU021,CID,41.79,70.4,28.2,1,0,0,12,Winter,11.0
FAC039,Retail Pharmacy,Port Said,SKU056,Schering Egypt,17.34,70.4,28.2,0,0,0,12,Winter,3.0
FAC022,Retail Pharmacy,Qena,SKU077,Janssen Egypt,65.24,68.0,25.7,0,0,0,12,Winter,5.0
FAC049,Hospital Pharmacy,Qena,SKU052,Sanofi Egypt,63.98,68.0,25.7,1,0,0,12,Winter,6.0
FAC052,Hospital Pharmacy,Red Sea,SKU002,CID,18.2,66.4,28.1,0,0,0,12,Winter,25.0
FAC006,Retail Pharmacy,Sharqia,SKU048,Acino Egypt,66.68,82.6,33.4,0,0,0,12,Winter,8.0
FAC006,Retail Pharmacy,Sharqia,SKU051,Novartis Egypt,71.73,82.6,33.4,0,0,0,12,Winter,4.0
FAC033,Retail Pharmacy,Sharqia,SKU074,Takeda Egypt,90.71,82.6,33.4,0,0,0,12,Winter,11.0
FAC021,Retail Pharmacy,Sohag,SKU011,EIPICO,45.58,72.7,14.7,0,0,0,12,Winter,4.0
FAC016,Retail Pharmacy,South Sinai,SKU057,Pfizer Egypt,56.55,67.6,21.3,0,0,0,12,Winter,3.0
FAC014,Retail Pharmacy,Suez,SKU009,Pharco,76.49,69.0,25.7,1,0,0,12,Winter,7.0
FAC014,Retail Pharmacy,Suez,SKU013,Amoun,33.71,69.0,25.7,0,0,0,12,Winter,9.0
FAC024,Retail Pharmacy,Aswan,SKU022,Servier Egypt,97.43,71.6,32.2,0,0,1,12,Winter,6.0
FAC018,Retail Pharmacy,Beni Suef,SKU032,Sanofi Egypt,30.44,79.1,29.2,0,0,1,12,Winter,11.0
FAC001,Retail Pharmacy,Cairo,SKU039,MSD Egypt,77.61,79.8,23.1,1,0,1,12,Winter,10.0
FAC005,Retail Pharmacy,Dakahlia,SKU043,GSK Egypt,28.53,75.0,24.4,0,0,1,12,Winter,12.0
FAC005,Retail Pharmacy,Dakahlia,SKU049,Aspen Egypt,28.24,75.0,24.4,0,0,1,12,Winter,10.0
FAC059,Clinic Pharmacy,Dakahlia,SKU010,Hikma Egypt,116.63,75.0,24.4,0,0,1,12,Winter,3.0
FAC017,Retail Pharmacy,Fayoum,SKU023,Sanofi Egypt,533.18,68.0,23.2,0,0,1,12,Winter,4.0
FAC007,Retail Pharmacy,Gharbia,SKU053,Pfizer Egypt,90.11,73.4,31.0,0,0,1,12,Winter,4.0
FAC034,Retail Pharmacy,Gharbia,SKU039,MSD Egypt,76.95,73.4,31.0,0,0,1,12,Winter,10.0
FAC061,Clinic Pharmacy,Gharbia,SKU047,EIPICO,45.94,73.4,31.0,0,0,1,12,Winter,5.0
FAC002,Retail Pharmacy,Giza,SKU015,EVA Pharma,26.77,67.8,22.9,0,0,1,12,Winter,5.0
FAC040,Retail Pharmacy,Ismailia,SKU005,GSK Egypt,59.91,63.0,24.7,0,0,1,12,Winter,13.0
FAC040,Retail Pharmacy,Ismailia,SKU010,Hikma Egypt,117.85,63.0,24.7,0,0,1,12,Winter,3.0
FAC040,Retail Pharmacy,Ismailia,SKU019,Novartis Egypt,92.2,63.0,24.7,0,0,1,12,Winter,4.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU054,Lundbeck Egypt,110.19,77.3,27.0,0,0,1,12,Winter,3.0
FAC050,Hospital Pharmacy,Luxor,SKU031,MSD Egypt,78.26,73.5,41.4,0,0,1,12,Winter,17.0
FAC026,Retail Pharmacy,Matrouh,SKU046,Memphis,38.94,77.2,19.1,0,0,1,12,Winter,5.0
FAC026,Retail Pharmacy,Matrouh,SKU053,Pfizer Egypt,87.69,77.2,19.1,0,0,1,12,Winter,6.0
FAC026,Retail Pharmacy,Matrouh,SKU078,Pharco,78.64,77.2,19.1,0,0,1,12,Winter,6.0
FAC008,Retail Pharmacy,Monufia,SKU008,Hikma Egypt,89.85,66.1,31.7,0,0,1,12,Winter,9.0
FAC062,Clinic Pharmacy,Monufia,SKU014,CID,22.04,66.1,31.7,0,0,1,12,Winter,10.0
FAC062,Clinic Pharmacy,Monufia,SKU056,Schering Egypt,16.85,66.1,31.7,1,0,1,12,Winter,2.0
FAC027,Retail Pharmacy,New Valley,SKU069,AstraZeneca Egypt,54.37,74.1,31.8,0,0,1,12,Winter,4.0
FAC049,Hospital Pharmacy,Qena,SKU020,Merck Egypt,48.55,63.7,25.3,0,0,1,12,Winter,25.0
FAC049,Hospital Pharmacy,Qena,SKU037,GSK Egypt,64.38,63.7,25.3,0,0,1,12,Winter,21.0
FAC033,Retail Pharmacy,Sharqia,SKU030,Novartis Egypt,110.83,72.2,20.8,0,0,1,12,Winter,6.0
FAC033,Retail Pharmacy,Sharqia,SKU055,BMS Egypt,47.97,72.2,20.8,0,0,1,12,Winter,3.0
FAC060,Clinic Pharmacy,Sharqia,SKU023,Sanofi Egypt,516.41,72.2,20.8,0,0,1,12,Winter,2.0
FAC021,Retail Pharmacy,Sohag,SKU054,Lundbeck Egypt,108.13,74.9,28.1,0,0,1,12,Winter,4.0
FAC043,Hospital Pharmacy,South Sinai,SKU056,Schering Egypt,17.06,72.4,27.6,0,0,1,12,Winter,5.0
FAC014,Retail Pharmacy,Suez,SKU078,Pharco,81.16,72.6,29.2,0,0,1,12,Winter,8.0
FAC030,Retail Pharmacy,Alexandria,SKU006,GSK Egypt,53.36,68.1,22.2,0,0,2,12,Winter,7.0
FAC030,Retail Pharmacy,Alexandria,SKU012,Sanofi Egypt,39.71,68.1,22.2,0,0,2,12,Winter,13.0
FAC057,Clinic Pharmacy,Alexandria,SKU025,Novo Nordisk Egypt,149.9,68.1,22.2,1,0,2,12,Winter,2.0
FAC057,Clinic Pharmacy,Alexandria,SKU048,Acino Egypt,69.03,68.1,22.2,0,0,2,12,Winter,5.0
FAC024,Retail Pharmacy,Aswan,SKU054,Lundbeck Egypt,105.85,72.1,23.5,0,0,2,12,Winter,5.0
FAC024,Retail Pharmacy,Aswan,SKU056,Schering Egypt,16.67,72.1,23.5,0,0,2,12,Winter,2.0
FAC009,Retail Pharmacy,Beheira,SKU010,Hikma Egypt,118.15,77.6,32.6,0,0,2,12,Winter,4.0
FAC009,Retail Pharmacy,Beheira,SKU061,Leo Egypt,130.15,77.6,32.6,1,0,2,12,Winter,3.0
FAC036,Retail Pharmacy,Beheira,SKU052,Sanofi Egypt,65.73,77.6,32.6,0,0,2,12,Winter,4.0
FAC063,Clinic Pharmacy,Beheira,SKU056,Schering Egypt,16.55,77.6,32.6,0,0,2,12,Winter,2.0
FAC001,Retail Pharmacy,Cairo,SKU009,Pharco,75.97,61.7,29.1,0,0,2,12,Winter,6.0
FAC001,Retail Pharmacy,Cairo,SKU077,Janssen Egypt,65.51,61.7,29.1,1,0,2,12,Winter,9.0
FAC055,Hospital Pharmacy,Cairo,SKU007,GSK Egypt,119.22,61.7,29.1,0,0,2,12,Winter,12.0
FAC005,Retail Pharmacy,Dakahlia,SKU037,GSK Egypt,61.38,63.6,21.6,0,0,2,12,Winter,14.0
FAC032,Retail Pharmacy,Dakahlia,SKU040,UCB Egypt,44.09,63.6,21.6,1,0,2,12,Winter,20.0
FAC059,Clinic Pharmacy,Dakahlia,SKU006,GSK Egypt,52.55,63.6,21.6,1,0,2,12,Winter,6.0
FAC011,Retail Pharmacy,Damietta,SKU042,UCB Egypt,58.17,63.4,25.7,0,0,2,12,Winter,14.0
FAC038,Retail Pharmacy,Damietta,SKU070,Amoun,37.57,63.4,25.7,0,0,2,12,Winter,8.0
FAC013,Retail Pharmacy,Ismailia,SKU013,Amoun,34.45,70.1,24.8,0,0,2,12,Winter,7.0
FAC040,Retail Pharmacy,Ismailia,SKU078,Pharco,77.64,70.1,24.8,0,0,2,12,Winter,7.0
FAC053,Hospital Pharmacy,Matrouh,SKU005,GSK Egypt,62.72,63.6,29.5,0,0,2,12,Winter,15.0
FAC019,Retail Pharmacy,Minya,SKU053,Pfizer Egypt,88.63,71.6,28.0,0,0,2,12,Winter,4.0
FAC046,Hospital Pharmacy,Minya,SKU012,Sanofi Egypt,37.93,71.6,28.0,0,0,2,12,Winter,16.0
FAC008,Retail Pharmacy,Monufia,SKU064,EIPICO,49.55,62.7,32.3,0,0,2,12,Winter,5.0
FAC062,Clinic Pharmacy,Monufia,SKU039,MSD Egypt,79.07,62.7,32.3,0,0,2,12,Winter,8.0
FAC039,Retail Pharmacy,Port Said,SKU036,Sanofi Egypt,189.37,68.9,17.2,0,0,2,12,Winter,3.0
FAC031,Retail Pharmacy,Qalyubia,SKU025,Novo Nordisk Egypt,142.68,72.7,19.4,1,0,2,12,Winter,4.0
FAC031,Retail Pharmacy,Qalyubia,SKU042,UCB Egypt,58.64,72.7,19.4,0,0,2,12,Winter,11.0
FAC031,Retail Pharmacy,Qalyubia,SKU069,AstraZeneca Egypt,53.83,72.7,19.4,0,0,2,12,Winter,7.0
FAC058,Clinic Pharmacy,Qalyubia,SKU058,Pfizer Egypt,80.24,72.7,19.4,0,0,2,12,Winter,1.0
FAC058,Clinic Pharmacy,Qalyubia,SKU066,CID,26.91,72.7,19.4,0,0,2,12,Winter,15.0
FAC058,Clinic Pharmacy,Qalyubia,SKU072,CID,25.2,72.7,19.4,0,0,2,12,Winter,7.0
FAC022,Retail Pharmacy,Qena,SKU033,Pfizer Egypt,42.3,65.0,31.2,0,0,2,12,Winter,6.0
FAC049,Hospital Pharmacy,Qena,SKU001,EVA Pharma,23.42,65.0,31.2,0,0,2,12,Winter,25.0
FAC049,Hospital Pharmacy,Qena,SKU056,Schering Egypt,17.09,65.0,31.2,1,0,2,12,Winter,7.0
FAC060,Clinic Pharmacy,Sharqia,SKU035,Sanofi Egypt,130.08,66.7,21.1,0,0,2,12,Winter,5.0
FAC048,Hospital Pharmacy,Sohag,SKU005,GSK Egypt,62.31,68.0,27.6,0,0,2,12,Winter,17.0
FAC016,Retail Pharmacy,South Sinai,SKU015,EVA Pharma,28.03,63.7,17.1,0,0,2,12,Winter,7.0
FAC016,Retail Pharmacy,South Sinai,SKU037,GSK Egypt,64.75,63.7,17.1,0,0,2,12,Winter,12.0
FAC030,Retail Pharmacy,Alexandria,SKU043,GSK Egypt,28.7,69.4,24.3,0,0,3,12,Winter,11.0
FAC020,Retail Pharmacy,Assiut,SKU043,GSK Egypt,57.545,70.2,24.4,0,0,3,12,Winter,6.0
FAC047,Hospital Pharmacy,Assiut,SKU027,AstraZeneca Egypt,99.08,70.2,24.4,0,0,3,12,Winter,10.0
FAC024,Retail Pharmacy,Aswan,SKU054,Lundbeck Egypt,114.0,73.7,21.0,1,0,3,12,Winter,5.0
FAC036,Retail Pharmacy,Beheira,SKU012,Sanofi Egypt,40.34,71.6,17.4,0,0,3,12,Winter,13.0
FAC063,Clinic Pharmacy,Beheira,SKU072,CID,25.12,71.6,17.4,1,0,3,12,Winter,11.0
FAC063,Clinic Pharmacy,Beheira,SKU074,Takeda Egypt,86.48,71.6,17.4,0,0,3,12,Winter,4.0
FAC018,Retail Pharmacy,Beni Suef,SKU070,Amoun,37.14,71.7,33.8,0,0,3,12,Winter,12.0
FAC028,Retail Pharmacy,Cairo,SKU055,BMS Egypt,50.34,75.6,20.8,0,0,3,12,Winter,3.0
FAC055,Hospital Pharmacy,Cairo,SKU061,Leo Egypt,130.35,75.6,20.8,0,0,3,12,Winter,2.0
FAC005,Retail Pharmacy,Dakahlia,SKU024,Novo Nordisk Egypt,144.43,66.8,21.4,0,0,3,12,Winter,6.0
FAC032,Retail Pharmacy,Dakahlia,SKU016,AstraZeneca Egypt,66.34,66.8,21.4,0,0,3,12,Winter,8.0
FAC059,Clinic Pharmacy,Dakahlia,SKU007,GSK Egypt,121.3,66.8,21.4,0,0,3,12,Winter,8.0
FAC011,Retail Pharmacy,Damietta,SKU034,CID,20.39,64.4,22.9,0,0,3,12,Winter,17.0
FAC017,Retail Pharmacy,Fayoum,SKU072,CID,24.74,70.8,17.3,0,0,3,12,Winter,18.0
FAC007,Retail Pharmacy,Gharbia,SKU019,Novartis Egypt,87.36,73.7,23.8,0,0,3,12,Winter,3.0
FAC007,Retail Pharmacy,Gharbia,SKU055,BMS Egypt,46.82,73.7,23.8,0,0,3,12,Winter,3.0
FAC029,Retail Pharmacy,Giza,SKU006,GSK Egypt,52.81,74.9,21.6,1,0,3,12,Winter,9.0
FAC056,Hospital Pharmacy,Giza,SKU016,AstraZeneca Egypt,67.94,74.9,21.6,0,0,3,12,Winter,14.0
FAC013,Retail Pharmacy,Ismailia,SKU076,Lundbeck Egypt,125.54,63.2,23.3,0,0,3,12,Winter,2.0
FAC040,Retail Pharmacy,Ismailia,SKU048,Acino Egypt,66.14,63.2,23.3,0,0,3,12,Winter,5.0
FAC010,Retail Pharmacy,Kafr El Sheikh,SKU025,Novo Nordisk Egypt,143.09,70.0,28.6,0,0,3,12,Winter,3.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU002,CID,18.13,70.0,28.6,0,0,3,12,Winter,13.0
FAC037,Retail Pharmacy,Kafr El Sheikh,SKU029,Merck Egypt,68.01,70.0,28.6,1,0,3,12,Winter,12.0
FAC050,Hospital Pharmacy,Luxor,SKU057,Pfizer Egypt,57.19,71.0,20.9,0,0,3,12,Winter,7.0
FAC026,Retail Pharmacy,Matrouh,SKU036,Sanofi Egypt,196.16,66.0,26.5,0,0,3,12,Winter,3.0
FAC053,Hospital Pharmacy,Matrouh,SKU001,EVA Pharma,24.91,66.0,26.5,0,0,3,12,Winter,34.0
FAC008,Retail Pharmacy,Monufia,SKU019,Novartis Egypt,89.18,63.4,21.7,0,0,3,12,Winter,4.0
FAC008,Retail Pharmacy,Monufia,SKU024,Novo Nordisk Egypt,134.94,63.4,21.7,0,0,3,12,Winter,4.0
FAC062,Clinic Pharmacy,Monufia,SKU022,Servier Egypt,97.45,63.4,21.7,0,0,3,12,Winter,6.0
FAC062,Clinic Pharmacy,Monufia,SKU074,Takeda Egypt,87.51,63.4,21.7,1,0,3,12,Winter,11.0
FAC027,Retail Pharmacy,New Valley,SKU023,Sanofi Egypt,502.41,69.7,23.6,0,0,3,12,Winter,8.0
FAC015,Retail Pharmacy,North Sinai,SKU007,GSK Egypt,121.67,70.3,14.4,0,0,3,12,Winter,10.0
FAC015,Retail Pharmacy,North Sinai,SKU009,Pharco,71.27,70.3,14.4,0,0,3,12,Winter,6.0
FAC015,Retail Pharmacy,North Sinai,SKU022,Servier Egypt,94.97,70.3,14.4,0,0,3,12,Winter,9.0
FAC031,Retail Pharmacy,Qalyubia,SKU038,AstraZeneca Egypt,139.78,78.0,20.1,0,0,3,12,Winter,9.0
FAC058,Clinic Pharmacy,Qalyubia,SKU068,Sanofi Egypt,158.94,78.0,20.1,0,0,3,12,Winter,5.0
FAC049,Hospital Pharmacy,Qena,SKU077,Janssen Egypt,65.17,73.5,22.6,0,0,3,12,Winter,7.0
FAC052,Hospital Pharmacy,Red Sea,SKU074,Takeda Egypt,88.44,60.7,22.8,0,0,3,12,Winter,10.0
FAC043,Hospital Pharmacy,South Sinai,SKU036,Sanofi Egypt,193.35,55.7,16.1,0,0,3,12,Winter,3.0
FAC003,Retail Pharmacy,Alexandria,SKU013,Amoun,34.27,72.9,23.2,0,1,4,12,Winter,8.0
FAC003,Retail Pharmacy,Alexandria,SKU015,EVA Pharma,26.23,72.9,23.2,0,1,4,12,Winter,5.0
FAC003,Retail Pharmacy,Alexandria,SKU029,Merck Egypt,66.98,72.9,23.2,0,1,4,12,Winter,12.0
FAC030,Retail Pharmacy,Alexandria,SKU012,Sanofi Egypt,38.16,72.9,23.2,1,1,4,12,Winter,14.0
FAC030,Retail Pharmacy,Alexandria,SKU036,Sanofi Egypt,193.53,72.9,23.2,0,1,4,12,Winter,3.0
FAC057,Clinic Pharmacy,Alexandria,SKU021,CID,42.82,72.9,23.2,0,1,4,12,Winter,13.0
FAC020,Retail Pharmacy,Assiut,SKU063,GSK Egypt,64.35,64.2,27.6,0,1,4,12,Winter,6.0
FAC047,Hospital Pharmacy,Assiut,SKU031,MSD Egypt,73.23,64.2,27.6,0,1,4,12,Winter,16.0
FAC047,Hospital Pharmacy,Assiut,SKU039,MSD Egypt,81.48,64.2,27.6,0,1,4,12,Winter,12.0
FAC024,Retail Pharmacy,Aswan,SKU046,Memphis,38.86,82.0,27.4,0,1,4,12,Winter,5.0
FAC051,Hospital Pharmacy,Aswan,SKU015,EVA Pharma,28.15,82.0,27.4,0,1,4,12,Winter,10.0
FAC051,Hospital Pharmacy,Aswan,SKU036,Sanofi Egypt,196.06,82.0,27.4,0,1,4,12,Winter,2.0
FAC009,Retail Pharmacy,Beheira,SKU016,AstraZeneca Egypt,67.91,67.8,12.8,0,1,4,12,Winter,15.0
FAC036,Retail Pharmacy,Beheira,SKU010,Hikma Egypt,110.78,67.8,12.8,0,1,4,12,Winter,4.0
